id,uri,prefLabel,definition
SDN:P06::MMPY,http://vocab.nerc.ac.uk/collection/P06/current/MMPY/,Millimetres per year,A rate of change in length of one thousandth (0.001) of a metre over a period of an average calendar year (365.25 days).
SDN:P06::KMHR,http://vocab.nerc.ac.uk/collection/P06/current/KMHR/,Kilometres per hour,A change in location of a distance of one thousand metres in an elapsed time of one hour (3600 seconds).
SDN:P06::KMDY,http://vocab.nerc.ac.uk/collection/P06/current/KMDY/,Kilometres per day,A change in location of a distance of one thousand metres in an elapsed time of one day (86400 seconds).
SDN:P06::MMPD,http://vocab.nerc.ac.uk/collection/P06/current/MMPD/,Millimetres per day,A change in location of a distance of one thousandth (0.001) of a metre in an elapsed time of one day (86400 seconds).
SDN:P06::UVBB,http://vocab.nerc.ac.uk/collection/P06/current/UVBB/,Centimetres per second,Unavailable
SDN:P06::MMPH,http://vocab.nerc.ac.uk/collection/P06/current/MMPH/,Millimetres per hour,Unavailable
SDN:P06::UMMM,http://vocab.nerc.ac.uk/collection/P06/current/UMMM/,Millimetres per minute,Unavailable
SDN:P06::UVCC,http://vocab.nerc.ac.uk/collection/P06/current/UVCC/,Millimetres per second,Unavailable
SDN:P06::NPKM,http://vocab.nerc.ac.uk/collection/P06/current/NPKM/,Number per square kilometre,Unavailable
SDN:P06::NHTR,http://vocab.nerc.ac.uk/collection/P06/current/NHTR/,Number per hectare,"Count of an entity or phenomenon's occurrence in 10,000 times the SI unit area (square metre)."
SDN:P06::UMCU,http://vocab.nerc.ac.uk/collection/P06/current/UMCU/,Cubic micrometres (microns),Unavailable
SDN:P06::ULIT,http://vocab.nerc.ac.uk/collection/P06/current/ULIT/,Litres,Unavailable
SDN:P06::VVCC,http://vocab.nerc.ac.uk/collection/P06/current/VVCC/,Cubic centimetres,Unit of volume which is equal to 1 millilitre or 10^-6 cubic metre.
SDN:P06::VVML,http://vocab.nerc.ac.uk/collection/P06/current/VVML/,Millilitres,Unit of volume which is equal to one 10^-3 litre or 10^-6 cubic metre.
SDN:P06::UCST,http://vocab.nerc.ac.uk/collection/P06/current/UCST/,Centistokes,The engineering unit commonly used for kinematic vicosity equivalent to 10^-6 m^2/s.
SDN:P06::UCMS,http://vocab.nerc.ac.uk/collection/P06/current/UCMS/,Square centimetres per second,Unavailable
SDN:P06::HCTR,http://vocab.nerc.ac.uk/collection/P06/current/HCTR/,Hectares,"A non-SI unit of area equal to a square with 100-metre sides or 10,000 square metres."
SDN:P06::SQCM,http://vocab.nerc.ac.uk/collection/P06/current/SQCM/,Square centimetres,A unit of area defined as a square of one centimetre long on each side.
SDN:P06::SQKM,http://vocab.nerc.ac.uk/collection/P06/current/SQKM/,Square kilometres,Unavailable
SDN:P06::MILM,http://vocab.nerc.ac.uk/collection/P06/current/MILM/,Square millimetres,A unit of area defined as a square of one millimetre long on each side. It has a dimension of L2 where L is length. It can be converted to the corresponding standard SI unit area by multiplying its value by a factor of 10^-6.
SDN:P06::PGPG,http://vocab.nerc.ac.uk/collection/P06/current/PGPG/,Picograms per gram,One part per 10^12 (trillion) by weight of the measurand in the matrix.
SDN:P06::UGGR,http://vocab.nerc.ac.uk/collection/P06/current/UGGR/,Micrograms per gram,One part per 10^6 (million) by weight of the measurand in the matrix.
SDN:P06::UMKG,http://vocab.nerc.ac.uk/collection/P06/current/UMKG/,Milligrams per kilogram,10^-6 of the SI unit of mass (kilogram) per the SI unit of mass (kilogram).
SDN:P06::NGKG,http://vocab.nerc.ac.uk/collection/P06/current/NGKG/,Nanograms per kilogram,One part per 10^12 (trillion) by weight of the measurand in the matrix.
SDN:P06::NGPG,http://vocab.nerc.ac.uk/collection/P06/current/NGPG/,Nanograms per gram,One part per 10^9 (billion) by weight of the measurand in the matrix.
SDN:P06::UUKG,http://vocab.nerc.ac.uk/collection/P06/current/UUKG/,Micrograms per kilogram,One part per 10^9 (billion) by weight of the measurand in the matrix.
SDN:P06::MGPG,http://vocab.nerc.ac.uk/collection/P06/current/MGPG/,Milligrams per gram,One part per 10^3 (thousand) by weight of the measurand in the matrix.
SDN:P06::FGKG,http://vocab.nerc.ac.uk/collection/P06/current/FGKG/,Femtograms per kilogram,One part per 10^18 by weight of the measurand in the matrix.
SDN:P06::GPRG,http://vocab.nerc.ac.uk/collection/P06/current/GPRG/,Grams per gram,One part by weight of the measurand in the matrix.
SDN:P06::PGKG,http://vocab.nerc.ac.uk/collection/P06/current/PGKG/,Picograms per kilogram,One part per 10^15 by weight of the measurand in the matrix.
SDN:P06::ULDM,http://vocab.nerc.ac.uk/collection/P06/current/ULDM/,Decimetres,Unit of length which is one tenth of a metre.
SDN:P06::UMIC,http://vocab.nerc.ac.uk/collection/P06/current/UMIC/,Micrometres (microns),Unavailable
SDN:P06::ULCM,http://vocab.nerc.ac.uk/collection/P06/current/ULCM/,Centimetres,Unit of length which is one hundredth of a metre.
SDN:P06::UXMM,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,Millimetres,Unit of length which is one thousandth of a metre.
SDN:P06::UXNM,http://vocab.nerc.ac.uk/collection/P06/current/UXNM/,Nanometres,Unit of length which is one billionth (10^-9) of a metre.
SDN:P06::NTML,http://vocab.nerc.ac.uk/collection/P06/current/NTML/,Nautical miles,"A unit of length used to measure distance at sea, equivalent to 1852 standard SI units of length (metres)."
SDN:P06::PSUX,http://vocab.nerc.ac.uk/collection/P06/current/PSUX/,Practical salinity units,One PSU equals one gram (10^-3 of the SI unit of mass) of salt (Na+Cl-) per kilogram (SI standard unit of mass) of seawater.
SDN:P06::BYTE,http://vocab.nerc.ac.uk/collection/P06/current/BYTE/,Bytes,Unavailable
SDN:P06::UUPH,http://vocab.nerc.ac.uk/collection/P06/current/UUPH/,pH units,Unavailable
SDN:P06::UFFU,http://vocab.nerc.ac.uk/collection/P06/current/UFFU/,Fluorescein Fluorescence Units,Dimensionless scale derived in the laboratory using fluorescein as a proxy for environmental pigments.
SDN:P06::UPPE,http://vocab.nerc.ac.uk/collection/P06/current/UPPE/,Parts per ten thousand,"Proportion of one part in 10^4 by weight, number, volume or amount (i.e. moles)."
SDN:P06::PPTR,http://vocab.nerc.ac.uk/collection/P06/current/PPTR/,Parts per trillion,"Proportion of one part in 10^12 by weight, volume or amount (i.e. moles or atoms). Nanograms per kilogram is a more explicit alternative for parts per trillion by weight."
SDN:P06::UCNT,http://vocab.nerc.ac.uk/collection/P06/current/UCNT/,Counts,"A proprietary unit for RDI ADCP instruments, which is proportional to decibels (dB) and used to measure echo intensity. Counts are converted to dB using a coefficient (Kc) for each ADCP instrument and each beam."
SDN:P06::UPPM,http://vocab.nerc.ac.uk/collection/P06/current/UPPM/,Parts per million,"Proportion of one part in 10^6 by weight, volume or amount (i.e. moles).  Milligrams/kilogram is a more explicit alternative for part per million by weight."
SDN:P06::UPPB,http://vocab.nerc.ac.uk/collection/P06/current/UPPB/,Parts per billion,"Proportion of one part in 10^9 by weight, number, volume or amount (i.e. moles)."
SDN:P06::MBYT,http://vocab.nerc.ac.uk/collection/P06/current/MBYT/,Megabytes,Unavailable
SDN:P06::UFNU,http://vocab.nerc.ac.uk/collection/P06/current/UFNU/,Formazin Nephelometric Units,Standardised scale for nephelometric measurement of turbidity calibrated against formazine solutions of different concentration and measured using an 860 nm light (near IR) with a 90 degree detection angle (ISO7027 compliant).
SDN:P06::UCUM,http://vocab.nerc.ac.uk/collection/P06/current/UCUM/,Cubic microns per millilitre,Unavailable
SDN:P06::UMLL,http://vocab.nerc.ac.uk/collection/P06/current/UMLL/,Millilitres per litre,Unavailable
SDN:P06::UCCM,http://vocab.nerc.ac.uk/collection/P06/current/UCCM/,Cubic microns per cubic metre,Unavailable
SDN:P06::UUML,http://vocab.nerc.ac.uk/collection/P06/current/UUML/,Microlitres per litre,Unavailable
SDN:P06::CUPL,http://vocab.nerc.ac.uk/collection/P06/current/CUPL/,Cubic micrometres per litre,A unit of volume fraction equal to one part in 10^18 over one part in 10^3 of the SI unit of volume (cubic metre). Used to express the biovolume of cells in suspension in a liquid.
SDN:P06::UGRM,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,Grams,One thousandth part of the SI base unit of mass (kilogram).
SDN:P06::MGRM,http://vocab.nerc.ac.uk/collection/P06/current/MGRM/,Milligrams,10^-6 of the SI unit of mass (kilogram) or 10^-3 grams.
SDN:P06::UGUG,http://vocab.nerc.ac.uk/collection/P06/current/UGUG/,Micrograms,10^-6 grams or one 10^-9 of the SI standard unit of mass (kilogram).
SDN:P06::UNPI,http://vocab.nerc.ac.uk/collection/P06/current/UNPI/,Nanograms,10^-9 grams or one 10^-12 of the SI standard unit of mass (kilogram).
SDN:P06::MTON,http://vocab.nerc.ac.uk/collection/P06/current/MTON/,Tonnes,A non-SI unit of mass equivalent to 1000 SI unit of mass (kilogram).
SDN:P06::FMTG,http://vocab.nerc.ac.uk/collection/P06/current/FMTG/,Femtograms,10^-15 grams or one 10^-18 of the SI standard unit of mass (kilogram).
SDN:P06::UGPG,http://vocab.nerc.ac.uk/collection/P06/current/UGPG/,Picograms,10^-12 grams or one 10^-15 of the SI standard unit of mass (kilogram).
SDN:P06::NCM3,http://vocab.nerc.ac.uk/collection/P06/current/NCM3/,Number per cubic centimetre,Quantification of occurrence of an observed phenomenon in one part in 10^6 of the SI unit of volume. Equivalent to number per millilitre.
SDN:P06::UCML,http://vocab.nerc.ac.uk/collection/P06/current/UCML/,Number per millilitre,Unavailable
SDN:P06::MPM3,http://vocab.nerc.ac.uk/collection/P06/current/MPM3/,Millilitres per cubic metre,Unavailable
SDN:P06::FGPL,http://vocab.nerc.ac.uk/collection/P06/current/FGPL/,Femtograms per litre,One 10^18 part of the SI standard unit of mass of the measurand per litre volume of matrix..
SDN:P06::PGPL,http://vocab.nerc.ac.uk/collection/P06/current/PGPL/,Picograms per litre,One 10^15 part of the SI standard unit of mass of the measurand per litre volume of matrix..
SDN:P06::UNUL,http://vocab.nerc.ac.uk/collection/P06/current/UNUL/,Nanograms per microlitre,Unavailable
SDN:P06::UUGS,http://vocab.nerc.ac.uk/collection/P06/current/UUGS/,Micrograms per millilitre,One part in 10^9 of the SI unit of mass in one part in 10^6 of the SI unit of volume.
SDN:P06::XGCC,http://vocab.nerc.ac.uk/collection/P06/current/XGCC/,Micrograms per cubic centimetre,One part in 10^9 of the SI unit of mass in one part in 10^6 of the SI unit of volume.
SDN:P06::UMGL,http://vocab.nerc.ac.uk/collection/P06/current/UMGL/,Milligrams per litre,Unavailable
SDN:P06::MCUG,http://vocab.nerc.ac.uk/collection/P06/current/MCUG/,Micrograms per cubic metre,Unavailable
SDN:P06::NGML,http://vocab.nerc.ac.uk/collection/P06/current/NGML/,Nanograms per millilitre,A unit of mass concentration equal to 10^-12 of the SI unit of mass (kilogram) in one part in 10^6 of the SI unit of volume (cubic metre).
SDN:P06::GPRL,http://vocab.nerc.ac.uk/collection/P06/current/GPRL/,Grams per litre,A unit of mass concentration equal to 10^-3 of the SI unit of mass (kilogram) per 10^3 the SI unit of volume (cubic metre).
SDN:P06::UGPL,http://vocab.nerc.ac.uk/collection/P06/current/UGPL/,Micrograms per litre,Unavailable
SDN:P06::WXCC,http://vocab.nerc.ac.uk/collection/P06/current/WXCC/,Micrograms per five cubic centimetres,One part in 10^9 of the SI unit of mass in five parts in 10^6 of the SI unit of volume.
SDN:P06::UGCC,http://vocab.nerc.ac.uk/collection/P06/current/UGCC/,Grams per cubic centimetre,Unavailable
SDN:P06::UGMC,http://vocab.nerc.ac.uk/collection/P06/current/UGMC/,Grams per cubic metre,Unavailable
SDN:P06::BQ11,http://vocab.nerc.ac.uk/collection/P06/current/BQ11/,Becquerels,The SI derived unit of radioactivity defined as one radioactive disintegration per second.
SDN:P06::NOPH,http://vocab.nerc.ac.uk/collection/P06/current/NOPH/,Number per hour,Unavailable.
SDN:P06::XXPY,http://vocab.nerc.ac.uk/collection/P06/current/XXPY/,per year,A rate of change over a period of an average calendar year (365.25 days).
SDN:P06::UCPS,http://vocab.nerc.ac.uk/collection/P06/current/UCPS/,Counts per second,Unavailable
SDN:P06::PMSC,http://vocab.nerc.ac.uk/collection/P06/current/PMSC/,per millisecond,Unavailable
SDN:P06::UPDY,http://vocab.nerc.ac.uk/collection/P06/current/UPDY/,per day,Unavailable
SDN:P06::UPTH,http://vocab.nerc.ac.uk/collection/P06/current/UPTH/,Parts per thousand per hour,Unavailable
SDN:P06::MMCM,http://vocab.nerc.ac.uk/collection/P06/current/MMCM/,Millimoles per cubic metre,Unavailable.
SDN:P06::UPFM,http://vocab.nerc.ac.uk/collection/P06/current/UPFM/,Femtomoles per litre,A 10^18 part quantity of substance of the measurand per litre volume of matrix.
SDN:P06::UPMA,http://vocab.nerc.ac.uk/collection/P06/current/UPMA/,Picomoles per cubic metre,Unavailable
SDN:P06::UPML,http://vocab.nerc.ac.uk/collection/P06/current/UPML/,Picomoles per litre,Unavailable
SDN:P06::MPLT,http://vocab.nerc.ac.uk/collection/P06/current/MPLT/,Moles per litre,Unavailable
SDN:P06::MMPL,http://vocab.nerc.ac.uk/collection/P06/current/MMPL/,Millimoles per litre,Unavailable
SDN:P06::CMUM,http://vocab.nerc.ac.uk/collection/P06/current/CMUM/,Micromoles per cubic metre,
SDN:P06::UPNM,http://vocab.nerc.ac.uk/collection/P06/current/UPNM/,Nanomoles per litre,Unavailable
SDN:P06::UEQL,http://vocab.nerc.ac.uk/collection/P06/current/UEQL/,MicroEquivalents per litre,The amount of substance or substances in a litre of solution that will react with one microgram of hydrogen.
SDN:P06::MMKG,http://vocab.nerc.ac.uk/collection/P06/current/MMKG/,Millimoles per kilogram,One part in 10^3 of the SI unit of quantity of matter per SI unit of mass.
SDN:P06::FMKG,http://vocab.nerc.ac.uk/collection/P06/current/FMKG/,Femtomoles per kilogram,A 10^18 part quantity of substance of the measurand per kilogram mass of matrix.
SDN:P06::KGPM,http://vocab.nerc.ac.uk/collection/P06/current/KGPM/,Picomoles per kilogram,Unavailable
SDN:P06::ATKG,http://vocab.nerc.ac.uk/collection/P06/current/ATKG/,Atoms per kilogram,Unit based on one atom in a SI standard unit of mass.
SDN:P06::KGNM,http://vocab.nerc.ac.uk/collection/P06/current/KGNM/,Nanomoles per kilogram,Unavailable
SDN:P06::UABB,http://vocab.nerc.ac.uk/collection/P06/current/UABB/,Degrees True,Unavailable
SDN:P06::DEGF,http://vocab.nerc.ac.uk/collection/P06/current/DEGF/,Degrees Fahrenheit,Unit of object hotness based upon a scale having 32 as the freezing point of water and 212 as the boiling point of water.
SDN:P06::GPKM,http://vocab.nerc.ac.uk/collection/P06/current/GPKM/,Grams per square kilometre,10^-3 of the SI unit of mass (kilogram) per 10^3 of the SI unit of area (square metre).
SDN:P06::KGAK,http://vocab.nerc.ac.uk/collection/P06/current/KGAK/,Kilograms per square kilometre,One SI standard unit of mass over the square of one thousand standard unit of length.
SDN:P06::UGMS,http://vocab.nerc.ac.uk/collection/P06/current/UGMS/,Grams per square metre,Unavailable
SDN:P06::UMMS,http://vocab.nerc.ac.uk/collection/P06/current/UMMS/,Milligrams per square metre,Unavailable
SDN:P06::GPHT,http://vocab.nerc.ac.uk/collection/P06/current/GPHT/,Grams per hectare,10^-3 of the SI unit of mass (kilogram) per 10^4 (10 thousand) of the SI unit of area (square metre).
SDN:P06::ULKM,http://vocab.nerc.ac.uk/collection/P06/current/ULKM/,Kilometres,Unit of length which is one thousand metres.
SDN:P06::UWNS,http://vocab.nerc.ac.uk/collection/P06/current/UWNS/,Watts per square metre per nanometre per steradian,Unavailable
SDN:P06::UNGL,http://vocab.nerc.ac.uk/collection/P06/current/UNGL/,Nanograms per litre,Unavailable
SDN:P06::USTU,http://vocab.nerc.ac.uk/collection/P06/current/USTU/,Nephelometric Turbidity Units,Standardised scale for nephelometric measurement of turbidity calibrated against formazine solutions of different concentration and measured using a white light source at a 90 degree detection angle. Earlier measurements of turbidity tended to use NTU (sometimes also labelled STU or FTU) as the unit regardless of the measurement method.
SDN:P06::UMMC,http://vocab.nerc.ac.uk/collection/P06/current/UMMC/,Milligrams per cubic metre,Unavailable
SDN:P06::KGUM,http://vocab.nerc.ac.uk/collection/P06/current/KGUM/,Micromoles per kilogram,Unavailable
SDN:P06::UPOX,http://vocab.nerc.ac.uk/collection/P06/current/UPOX/,Micromoles per litre,Unavailable
SDN:P06::WPKG,http://vocab.nerc.ac.uk/collection/P06/current/WPKG/,Watts per kilogram,Unavailable
SDN:P06::WAPM,http://vocab.nerc.ac.uk/collection/P06/current/WAPM/,Watts per metre,Unavailable
SDN:P06::KLSQ,http://vocab.nerc.ac.uk/collection/P06/current/KLSQ/,Kelvin squared,Unavailable
SDN:P06::UDBZ,http://vocab.nerc.ac.uk/collection/P06/current/UDBZ/,Decibels of Z,"Radar reflectivity unit. Decibels with a reference level of 1mm^6/m^3, which is equal to a cubic micron."
SDN:P06::UPMS,http://vocab.nerc.ac.uk/collection/P06/current/UPMS/,Number per square metre,Unavailable
SDN:P06::PPPS,http://vocab.nerc.ac.uk/collection/P06/current/PPPS/,per Pascal per second,Unavailable
SDN:P06::UYRS,http://vocab.nerc.ac.uk/collection/P06/current/UYRS/,Years,A time interval of 365.25 days or 31557600 seconds.
SDN:P06::PPS2,http://vocab.nerc.ac.uk/collection/P06/current/PPS2/,Pascal squared per second squared,Unavailable
SDN:P06::UECA,http://vocab.nerc.ac.uk/collection/P06/current/UECA/,Siemens per metre,The SI derived unit of electrical conductivity divided by the SI base unit of length.
SDN:P06::UWCM,http://vocab.nerc.ac.uk/collection/P06/current/UWCM/,Watts per cubic metre,Unavailable
SDN:P06::PMPS,http://vocab.nerc.ac.uk/collection/P06/current/PMPS/,per metre per second,Unavailable
SDN:P06::NTPM,http://vocab.nerc.ac.uk/collection/P06/current/NTPM/,Newtons per metre,Derived SI unit for expressing surface tension.
SDN:P06::UPPT,http://vocab.nerc.ac.uk/collection/P06/current/UPPT/,Parts per thousand,"Proportion of one part in 10^3 by weight, number, volume or amount (i.e. moles)."
SDN:P06::SQM3,http://vocab.nerc.ac.uk/collection/P06/current/SQM3/,Square metres per second cubed,"The SI unit of area, defined as a square of one metre long on each side, per cubic SI unit of time (seconds)."
SDN:P06::JOUL,http://vocab.nerc.ac.uk/collection/P06/current/JOUL/,Joule,"A derived unit of energy in the International System of Units. It is equal to the energy transferred (or work done) when applying a force of one newton through a distance of one metre (1 newton metre or Nm), or in passing an electric current of one ampere through a resistance of one ohm for one second. It is named after the English physicist James Prescott Joule (1818-1889)."
SDN:P06::MCS2,http://vocab.nerc.ac.uk/collection/P06/current/MCS2/,Cubic metres per second squared,Unavailable
SDN:P06::DEGN,http://vocab.nerc.ac.uk/collection/P06/current/DEGN/,Degrees north,Unavailable
SDN:P06::KMSS,http://vocab.nerc.ac.uk/collection/P06/current/KMSS/,Kelvin square metres per kilogram per second,Unavailable
SDN:P06::UPMM,http://vocab.nerc.ac.uk/collection/P06/current/UPMM/,Number per cubic metre,Unavailable
SDN:P06::DKM2,http://vocab.nerc.ac.uk/collection/P06/current/DKM2/,Degrees Celsius kilogram per square metre,"Derived unit for the product of the temperature in degrees Celsius and the mass density of a medium, integrated over vertical depth or height in metres."
SDN:P06::KPAS,http://vocab.nerc.ac.uk/collection/P06/current/KPAS/,Kelvin Pascals per second,Unavailable
SDN:P06::WMSW,http://vocab.nerc.ac.uk/collection/P06/current/WMSW/,Watts per square metre per inverse metre per steradian,The power per unit area of radiation of a given wavenumber illuminating a target at a given incident angle.
SDN:P06::PAMT,http://vocab.nerc.ac.uk/collection/P06/current/PAMT/,Pascal metres,Unavailable
SDN:P06::PAM2,http://vocab.nerc.ac.uk/collection/P06/current/PAM2/,Pascal metres per second squared,Unavailable
SDN:P06::M2RD,http://vocab.nerc.ac.uk/collection/P06/current/M2RD/,Square metre seconds per radian,Unavailable
SDN:P06::MPMX,http://vocab.nerc.ac.uk/collection/P06/current/MPMX/,Moles per mole,Unavailable.
SDN:P06::KMTX,http://vocab.nerc.ac.uk/collection/P06/current/KMTX/,Kelvin metres,Unavailable
SDN:P06::KSXX,http://vocab.nerc.ac.uk/collection/P06/current/KSXX/,Kelvin second,Unavailable
SDN:P06::DGPS,http://vocab.nerc.ac.uk/collection/P06/current/DGPS/,Degrees per second,Unavailable
SDN:P06::SCPM,http://vocab.nerc.ac.uk/collection/P06/current/SCPM/,Seconds per metre,Unavailable
SDN:P06::KGXX,http://vocab.nerc.ac.uk/collection/P06/current/KGXX/,Kilograms,The SI standard unit of mass.
SDN:P06::M2SR,http://vocab.nerc.ac.uk/collection/P06/current/M2SR/,Moles per square metre per second per metre per steradian,Unavailable
SDN:P06::UDBL,http://vocab.nerc.ac.uk/collection/P06/current/UDBL/,Decibels,Unavailable
SDN:P06::JPKG,http://vocab.nerc.ac.uk/collection/P06/current/JPKG/,Joules per kilogram,Unavailable
SDN:P06::WSMM,http://vocab.nerc.ac.uk/collection/P06/current/WSMM/,Watt seconds per square metre,Unavailable
SDN:P06::UMBQ,http://vocab.nerc.ac.uk/collection/P06/current/UMBQ/,Millibecquerels per litre,One radioactive disintegration per second from the SI unit of volume (cubic metre). Equivalent to Becquerels per cubic metre.
SDN:P06::M3PS,http://vocab.nerc.ac.uk/collection/P06/current/M3PS/,per cubic metre per second,Unavailable
SDN:P06::URAD,http://vocab.nerc.ac.uk/collection/P06/current/URAD/,Radians,Unavailable
SDN:P06::JKGK,http://vocab.nerc.ac.uk/collection/P06/current/JKGK/,Joules per kilogram per Kelvin,Unavailable
SDN:P06::DGPM,http://vocab.nerc.ac.uk/collection/P06/current/DGPM/,Degrees per metre,A change of angle in one SI unit of length.
SDN:P06::M2SX,http://vocab.nerc.ac.uk/collection/P06/current/M2SX/,Square metre seconds,Unavailable
SDN:P06::M4S1,http://vocab.nerc.ac.uk/collection/P06/current/M4S1/,Metres to the power four per second,Unavailable
SDN:P06::WAPK,http://vocab.nerc.ac.uk/collection/P06/current/WAPK/,Watts per metre per Kelvin,Unavailable
SDN:P06::MLM2,http://vocab.nerc.ac.uk/collection/P06/current/MLM2/,Moles per square metre,SI unit of quantity of matter per SI unit area.
SDN:P06::PAPM,http://vocab.nerc.ac.uk/collection/P06/current/PAPM/,Pascals per metre,Unavailable
SDN:P06::PMSQ,http://vocab.nerc.ac.uk/collection/P06/current/PMSQ/,per square metre,Unavailable
SDN:P06::M2MM,http://vocab.nerc.ac.uk/collection/P06/current/M2MM/,Moles per square metre per second per metre,Unavailable
SDN:P06::PAMS,http://vocab.nerc.ac.uk/collection/P06/current/PAMS/,Pascal metres per second,Unavailable
SDN:P06::UPAA,http://vocab.nerc.ac.uk/collection/P06/current/UPAA/,Degrees Celsius,Unavailable
SDN:P06::MCUB,http://vocab.nerc.ac.uk/collection/P06/current/MCUB/,Cubic metres,Unavailable
SDN:P06::JMSQ,http://vocab.nerc.ac.uk/collection/P06/current/JMSQ/,Joules per square metre,Unavailable
SDN:P06::WM2M,http://vocab.nerc.ac.uk/collection/P06/current/WM2M/,Watts per square metre per metre,Unavailable
SDN:P06::PASS,http://vocab.nerc.ac.uk/collection/P06/current/PASS/,Pascal seconds,Unavailable
SDN:P06::UPSS,http://vocab.nerc.ac.uk/collection/P06/current/UPSS/,per second squared,Unavailable
SDN:P06::KGS2,http://vocab.nerc.ac.uk/collection/P06/current/KGS2/,Kilograms squared per second squared,Unavailable
SDN:P06::MLKG,http://vocab.nerc.ac.uk/collection/P06/current/MLKG/,Moles per kilogram,Unavailable
SDN:P06::UGKG,http://vocab.nerc.ac.uk/collection/P06/current/UGKG/,Grams per kilogram,One part per 10^3 (thousand) by weight of the measurand in the matrix.
SDN:P06::WM2S,http://vocab.nerc.ac.uk/collection/P06/current/WM2S/,Watts per square metre per metre per steradian,Unavailable
SDN:P06::WATT,http://vocab.nerc.ac.uk/collection/P06/current/WATT/,Watts,The SI derived unit of power.
SDN:P06::PMSR,http://vocab.nerc.ac.uk/collection/P06/current/PMSR/,per metre per steradian,Unavailable
SDN:P06::XXXX,http://vocab.nerc.ac.uk/collection/P06/current/XXXX/,Not applicable,The property is a nominal property to which the concept of unit does not apply.
SDN:P06::M3SR,http://vocab.nerc.ac.uk/collection/P06/current/M3SR/,Moles per square metre per second per steradian,Unavailable
SDN:P06::MM3S,http://vocab.nerc.ac.uk/collection/P06/current/MM3S/,Moles per cubic metre per second,SI unit of quantity of matter per SI unit volume per SI unit of time.
SDN:P06::UTBB,http://vocab.nerc.ac.uk/collection/P06/current/UTBB/,Seconds,The duration of 9192631770 periods of the radiation corresponding to the transition between the two hyperfine levels of the ground state of the caesium 133 atom.
SDN:P06::UMSQ,http://vocab.nerc.ac.uk/collection/P06/current/UMSQ/,Square metres,Unavailable
SDN:P06::UTHZ,http://vocab.nerc.ac.uk/collection/P06/current/UTHZ/,Hertz,Unavailable
SDN:P06::UAAA,http://vocab.nerc.ac.uk/collection/P06/current/UAAA/,Degrees,A degree of arc or arc degree is a unit of measurement of a plane angle defined so that a full rotation is 360 degrees.
SDN:P06::KPRS,http://vocab.nerc.ac.uk/collection/P06/current/KPRS/,Kelvin per second,Unavailable
SDN:P06::PSTR,http://vocab.nerc.ac.uk/collection/P06/current/PSTR/,per steradian,Unavailable
SDN:P06::UNSM,http://vocab.nerc.ac.uk/collection/P06/current/UNSM/,Newtons per square metre,Unavailable
SDN:P06::UPDB,http://vocab.nerc.ac.uk/collection/P06/current/UPDB/,Decibars,Unavailable
SDN:P06::SQMS,http://vocab.nerc.ac.uk/collection/P06/current/SQMS/,Square metres per second,Unavailable
SDN:P06::UVAA,http://vocab.nerc.ac.uk/collection/P06/current/UVAA/,Metres per second,Unavailable
SDN:P06::WMSS,http://vocab.nerc.ac.uk/collection/P06/current/WMSS/,Watts per square metre per steradian,Unavailable
SDN:P06::MPYR,http://vocab.nerc.ac.uk/collection/P06/current/MPYR/,Metres per year,A rate of change of SI standard unit length over a period of an average calendar year (365.25 days).
SDN:P06::KMTS,http://vocab.nerc.ac.uk/collection/P06/current/KMTS/,Kelvin metres per second,Unavailable
SDN:P06::PAPS,http://vocab.nerc.ac.uk/collection/P06/current/PAPS/,Pascals per second,Unavailable
SDN:P06::MPS2,http://vocab.nerc.ac.uk/collection/P06/current/MPS2/,Metres per second squared,Unavailable
SDN:P06::MLM3,http://vocab.nerc.ac.uk/collection/P06/current/MLM3/,Moles per cubic metre,SI unit of quantity of matter per SI unit volume.
SDN:P06::UPRM,http://vocab.nerc.ac.uk/collection/P06/current/UPRM/,per metre,Unavailable
SDN:P06::SQM2,http://vocab.nerc.ac.uk/collection/P06/current/SQM2/,Square metres per second squared,Unavailable
SDN:P06::MLPS,http://vocab.nerc.ac.uk/collection/P06/current/MLPS/,Moles per second,Unavailable
SDN:P06::M2MS,http://vocab.nerc.ac.uk/collection/P06/current/M2MS/,Moles per square metre per second,SI unit of quantity of matter per SI unit area per SI unit of time.
SDN:P06::M2S2,http://vocab.nerc.ac.uk/collection/P06/current/M2S2/,per square metre per second,Unavailable
SDN:P06::KSP3,http://vocab.nerc.ac.uk/collection/P06/current/KSP3/,Kilograms per cubic metre per second,Unavailable
SDN:P06::KGPS,http://vocab.nerc.ac.uk/collection/P06/current/KGPS/,Kilogram per second,Unavailable
SDN:P06::UPKA,http://vocab.nerc.ac.uk/collection/P06/current/UPKA/,Kelvins,The base unit of temperature in the International System of Units.
SDN:P06::PCUM,http://vocab.nerc.ac.uk/collection/P06/current/PCUM/,per cubic metre,Volume of a cube with sides of length 1 metre.
SDN:P06::UTAA,http://vocab.nerc.ac.uk/collection/P06/current/UTAA/,Days,A time interval of 24 hours or 86400 seconds.
SDN:P06::PASX,http://vocab.nerc.ac.uk/collection/P06/current/PASX/,Pascals,The derived unit of pressure or stress in the international System of Units (SI). It is defined as one newton per square metre.
