id,uri,prefLabel,definition
SDN:P02::TD00,http://vocab.nerc.ac.uk/collection/P02/current/TD00/,Terrestrial detritus in the water column suspended particulate material,Parameters quantifying and categorising terrestrially-derived detritus (eg dust and pollen) in the water column
SDN:P02::ATPX,http://vocab.nerc.ac.uk/collection/P02/current/ATPX/,Concentration of adenylates in the water column,"Concentrations of adenylates (ADP, ATP etc) in all phases of the water column"
SDN:P02::GP010,http://vocab.nerc.ac.uk/collection/P02/current/GP010/,Bioassay and contaminant biological impact,Parameters describing the effects of substances on living organisms.
SDN:P02::IALZ,http://vocab.nerc.ac.uk/collection/P02/current/IALZ/,Insect and earthworm taxonomy-related ash-free dry weight biomass per unit area of the littoral zone,Insect (Class Insecta) and earthworm (Subclass Oligochaeta) ash-free dry weight biomass per unit area of the littoral zone (between spring tide high and low water) parameters.
SDN:P02::IWDX,http://vocab.nerc.ac.uk/collection/P02/current/IWDX/,Insect and earthworm taxonomy-related ash-free dry weight biomass per unit area of the bed,"Insect (Class Insecta) and earthworm (Subclass Oligochaeta) ash-free dry weight biomass per unit area of bed (sea, river, lake etc.) parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  Includes animals normally considered as planktonic if they have been returned from sediment samples. This parameter group has been implemented to separate predominantly freshwater taxa from predominantly marine taxa."
SDN:P02::SATM,http://vocab.nerc.ac.uk/collection/P02/current/SATM/,"Shellfish morphology, age and physiology","Parameters that quantify the size, shape, age and life processes (including mortality) of shellfish (molluscs - including cephalopods - and crustaceans of interest to fisheries research and commercial fisheries)."
SDN:P02::IDIS,http://vocab.nerc.ac.uk/collection/P02/current/IDIS/,Industrial discharges,Parameters that quantify and specify material output into the environment as a result of industrial activity
SDN:P02::FCNT,http://vocab.nerc.ac.uk/collection/P02/current/FCNT/,Fish taxonomy-related counts,"Fish (Osteichthyes, Agnatha and Chrondrichthyes) count parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  These may be at any taxonomic level from sub-species upwards. Count includes presence/absence indicators."
SDN:P02::FIBM,http://vocab.nerc.ac.uk/collection/P02/current/FIBM/,Fish biomass in water bodies,"Parameters quantifying the mass of fish (Osteichthyes, Agnatha and Chrondrichthyes)in total or by species per unit area or per unit volume in any body of fresh or salt water expressed in any form (e.g. wet weight, dry weight, carbon, nitrogen, etc.)."
SDN:P02::PCAH,http://vocab.nerc.ac.uk/collection/P02/current/PCAH/,Concentration of polycyclic aromatic hydrocarbons (PAHs) in suspended particulate material,"PAH concentrations in suspended particulate material, regarded as anything sampled by a water bottle, SAP, sediment trap etc.  This group is for SPM composition measurements (concentration per unit weight) and NOT concentrations per unit volume of the water column in the particulate phase."
SDN:P02::MTSP,http://vocab.nerc.ac.uk/collection/P02/current/MTSP/,Metal concentrations in suspended particulate material,"Concentrations of metal elements in suspended particulate material collected by water column filtration, centrifugation or sediment trapping. Deprecated as semantic overlap with MTWP."
SDN:P02::MTWP,http://vocab.nerc.ac.uk/collection/P02/current/MTWP/,Particulate metal concentrations in the water column,"Concentration parameters for metallic elements in the particulate phase of the water column collected by fitration, centrifugation or sediment trapping"
SDN:P02::XKEY,http://vocab.nerc.ac.uk/collection/P02/current/XKEY/,Security tags and keys,"Parameters used to encode information specifying access rights to data, usually in terms of authorised roles"
SDN:P02::WCOC,http://vocab.nerc.ac.uk/collection/P02/current/WCOC/,Concentration of other organic contaminants in the water column,Concentration parameters for carbon compounds regarded as environmentally harmful in solution or suspension (i.e.includes measurements in both the dissolved and particulate phases) in any body of salt or fresh water that are not included in other specific categories
SDN:P02::WSTB,http://vocab.nerc.ac.uk/collection/P02/current/WSTB/,Stable isotopes in water bodies,"Stable isotope parameters (concentrations, ratios and enrichments) in both the dissolved and particulate phases of any body of fresh or salt water."
SDN:P02::CPCN,http://vocab.nerc.ac.uk/collection/P02/current/CPCN/,Unclassified pigment concentrations in sediment,"Includes all pigments that cannot be explicitly classified as chlorophylls, phaeopigments or carotenoids (usually groups of pigments). Sediment includes anything collected by a grab or corer, including the fluff layer from the top of the consolidated sediment."
SDN:P02::MTIC,http://vocab.nerc.ac.uk/collection/P02/current/MTIC/,Metal concentrations in the cryosphere,Concentration parameters for metallic elements in ice and snow
SDN:P02::RTCO,http://vocab.nerc.ac.uk/collection/P02/current/RTCO/,Rock thermal conductivity,"Parameters that describe the degree to which sedimentary, igneous or metamorphic rocks are able to conduct heat"
SDN:P02::OCPW,http://vocab.nerc.ac.uk/collection/P02/current/OCPW/,Dissolved organic carbon concentrations in sediment pore waters,Concentrations of dissolved organic carbon in sediment pore waters
SDN:P02::OGPW,http://vocab.nerc.ac.uk/collection/P02/current/OGPW/,Dissolved concentration parameters for other gases in sediment pore waters,All concentration parameters for inorganic dissolved gases other than oxygen and the noble gases in sediment pore water samples
SDN:P02::FNTX,http://vocab.nerc.ac.uk/collection/P02/current/FNTX/,Fish non taxonomy-related abundance per unit volume of the water column,"Fish (Osteichthyes, Agnatha and Chrondrichthyes) abundance per unit volume parameters not included under FATX.  Most commonly used for the generic term 'fish' that maps to multiple taxa."
SDN:P02::FREP,http://vocab.nerc.ac.uk/collection/P02/current/FREP/,Fish reproduction,"Parameters describing the extent, intensity, timing and method of reproduction in fish (Osteichthyes, Agnatha and Chrondrichthyes) including fecundity, reproductive rates, spawning, and nursery grounds."
SDN:P02::MDWD,http://vocab.nerc.ac.uk/collection/P02/current/MDWD/,Dissolved trace metalloid and inorganic selenium concentrations in water bodies,"Concentration parameters for trace metalloid elements and non-organic selenium species in the dissolved phase of any body of fresh or salt water. This may include a contribution from the particulate phase if this has not been totally removed by filtration and the metalloid in question is reactive (ie detected as if it were dissolved) to the analytical technique used. Trace metalloids are considered as B, Ge, As, Sb, Te, and Po (but not Si which is classed separately because of its major role in environmental chemistry)."
SDN:P02::PHWC,http://vocab.nerc.ac.uk/collection/P02/current/PHWC/,Phaeopigment concentrations in the water column,Includes all variants of phaeopigment (chlorophyll degradation products) expressed in terms of per unit volume or unit area of the water column.  Does not include data expressed per unit mass of SPM.
SDN:P02::TCNT,http://vocab.nerc.ac.uk/collection/P02/current/TCNT/,Raw temperature and/or salinity instrument output,Direct output parameters from TS instruments such as thermosalinograph or CTD
SDN:P02::PHYC,http://vocab.nerc.ac.uk/collection/P02/current/PHYC/,Phycobolin pigment concentrations in the water column,Concentration of phycobolin group pigments such as phycocyanin and phycoerythrin in the water column
SDN:P02::GP088,http://vocab.nerc.ac.uk/collection/P02/current/GP088/,Bird behaviour,"Parameters describing the actions or reactions of birds (Class Aves), usually in response to the environment. Includes both parameters mapped to taxa and those mapped to non-taxonomic groupings."
SDN:P02::SABB,http://vocab.nerc.ac.uk/collection/P02/current/SABB/,Shellfish abundance and biomass in water bodies,Parameters that quantify the numbers or amount of living material of shellfish (molluscs - including cephalopods - and crustaceans of interest to fisheries research and commercial fisheries) in any body of fresh or salt water.
SDN:P02::SSTR,http://vocab.nerc.ac.uk/collection/P02/current/SSTR/,Sedimentary structure,"Parameters characterising structure in sedimentary rocks and unlithified sediment such as bedding, lamination and bioturbation."
SDN:P02::PNFX,http://vocab.nerc.ac.uk/collection/P02/current/PNFX/,Sedimentation flux of identified biota in the water column,Fluxes expressed as number per unit area per unit time of any biota or remains thereof (excluding faecal pellets which are classed as SPM) downwards through the water column
SDN:P02::ACNT,http://vocab.nerc.ac.uk/collection/P02/current/ACNT/,Macroalgae and seagrass taxonomy-related counts,"Macroalgae (Rhodophycota, Chromphycota, Chlorophycota) and seagrass (Charophyta, Anthophyta) count parameters presented at the level of taxa at any level from sub-species upwards. Count includes presence/absence indicators."
SDN:P02::SXCN,http://vocab.nerc.ac.uk/collection/P02/current/SXCN/,Concentration of inorganic sulphur species in suspended particulate material,Concentration parameters for inorganic sulphur species in suspended particulate material (anything collected by filtration or sediment trapping).  Group does not include parameters expressing data per unit volume of the water column
SDN:P02::GERA,http://vocab.nerc.ac.uk/collection/P02/current/GERA/,Radiation geophysics,Parameters quantifying the level of radioactive emissions from in-situ geologic units
SDN:P02::SRFL,http://vocab.nerc.ac.uk/collection/P02/current/SRFL/,Seismic reflection,Parameters relating to the elucidation of geological structure by quantifying the proportion of waves from a high energy source reflected by sub-surface layers.
SDN:P02::SR2D,http://vocab.nerc.ac.uk/collection/P02/current/SR2D/,Two-dimensional seismic reflection,Parameters relating to structure beneath sea-bed determined by the reflection of seismic energy along a single track.
SDN:P02::SR3D,http://vocab.nerc.ac.uk/collection/P02/current/SR3D/,Three-dimensional seismic reflection,Parameters relating to structure beneath sea-bed determined by the reflection of seismic energy along multiple parallel tracks.
SDN:P02::BATX,http://vocab.nerc.ac.uk/collection/P02/current/BATX/,Bacteria taxonomic abundance in water bodies,"Any enumeration of bacteria (Kingdom Monera so includes cyanobacteria) designated by taxonomic names (e.g. species, genus, family) in any body of fresh or salt water."
SDN:P02::LITT,http://vocab.nerc.ac.uk/collection/P02/current/LITT/,Litter abundance and type,"Parameters describing the abundance and nature of material classed as refuse introduced to the environment by activities of man that are not covered by the more specific P02 terms for micro-litter (UMLS and UMLW), beach litter (BLIT) or seafloor litter (SLIT)."
SDN:P02::CORG,http://vocab.nerc.ac.uk/collection/P02/current/CORG/,Particulate total and organic carbon concentrations in the water column,Concentrations of total and organic carbon in the particulate phase of the water column as extracted by a filtration technique. This is the particle-bound concentration per unit volume of the water column and is both a function of the SPM concentration in the water column and the concentration of carbon per unit weight of SPM.  Total and organic carbon are classed together to circumvent confusion caused by total carbon data sets labelled 'POC' on the assumption that the inorganic carbon fraction is negligible
SDN:P02::GP069,http://vocab.nerc.ac.uk/collection/P02/current/GP069/,Reptile reproduction,Parameters related to the reproduction of reptiles (Class Reptilia)
SDN:P02::RAGE,http://vocab.nerc.ac.uk/collection/P02/current/RAGE/,Rock age,"Measured or stratigraphically estimated ages of lithified sediments, igneous rock or metamorphic rock."
SDN:P02::UPTH,http://vocab.nerc.ac.uk/collection/P02/current/UPTH/,Bacterial production in the water column,"Parameters related to bacterial production determination by measurement of dissolved organic molecule (e.g. leucine, thymidine) uptake rates"
SDN:P02::CEMO,http://vocab.nerc.ac.uk/collection/P02/current/CEMO/,Cetacean mortality,Parameters describing the causes and rate of mortality in cetaceans (Order Cetacea). Includes both parameters mapped to taxa and those mapped to non-taxonomic groupings.
SDN:P02::BABI,http://vocab.nerc.ac.uk/collection/P02/current/BABI/,Bacteria in biota,Parameters relating to the abundance and nature of bacteria (Kingdom Monera) infecting other biota.
SDN:P02::NOYS,http://vocab.nerc.ac.uk/collection/P02/current/NOYS/,Acoustic noise in the water column,
SDN:P02::CBSD,http://vocab.nerc.ac.uk/collection/P02/current/CBSD/,Carbon concentrations in sediment,"Concentrations of total, organic and inorganic carbon per unit weight of sediment.  Sediment is understood to be the solid phase of the bed, including the recently settled material sometimes known as fluff collected from the bed surface."
SDN:P02::DPEV,http://vocab.nerc.ac.uk/collection/P02/current/DPEV/,Depositional environment,Parameters characterising the environment in which sediments were deposited either by observation or interpretation of sedimentary rocks and unlithified sediments.
SDN:P02::SRFR,http://vocab.nerc.ac.uk/collection/P02/current/SRFR/,Seismic refraction,Parameters relating to the elucidation of geological structure by quantifying the refration of waves from a high energy source by sub-surface layers.
SDN:P02::EPSI,http://vocab.nerc.ac.uk/collection/P02/current/EPSI/,Turbulence in the water column,Measured parameters expressing turbulence in the water column plus parameters derived from these measurements
SDN:P02::OMPW,http://vocab.nerc.ac.uk/collection/P02/current/OMPW/,Organometallic and organometalloid species concentration parameters in sediments,All organometallic and orgamometalloid compound concentration parameters (including saturations for gaseous species) in all phases of sediments (including pore waters)
SDN:P02::BEST,http://vocab.nerc.ac.uk/collection/P02/current/BEST/,Sediment resuspension,Parameters quantifying the critera for and extent of sediment resuspension
SDN:P02::REFF,http://vocab.nerc.ac.uk/collection/P02/current/REFF/,Sediment resistivity,
SDN:P02::PHAT,http://vocab.nerc.ac.uk/collection/P02/current/PHAT/,Inorganic phosphorus species concentrations in the atmosphere,Concentration of inorganic phosphorus species (element or compounds) in any phase of the atmosphere
SDN:P02::SEMO,http://vocab.nerc.ac.uk/collection/P02/current/SEMO/,Seal mortality,"Parameters describing the causes and rate of mortality of true seals (Phocidae), eared seals (Otariidae) and walruses (Odobenidae)."
SDN:P02::HAAC,http://vocab.nerc.ac.uk/collection/P02/current/HAAC/,Amino acids in sediment,Parameters quantifying the amount of organic compounds containing both a carboxyl group and an amino group in unlithified seabed material.
SDN:P02::OXYC,http://vocab.nerc.ac.uk/collection/P02/current/OXYC/,Raw oxygen sensor output,Raw parameters (usually membrane current and temperature) from dissolved oxygen sensors
SDN:P02::TBGZ,http://vocab.nerc.ac.uk/collection/P02/current/TBGZ/,Bacterial consumption in the water column,
SDN:P02::HEXC,http://vocab.nerc.ac.uk/collection/P02/current/HEXC/,Dissolved noble gas concentration parameters in the water column,All concentration parameters including saturations and statistics such as standard deviations
SDN:P02::MPMN,http://vocab.nerc.ac.uk/collection/P02/current/MPMN/,Moored instrument depth,Parameters expressing depth (possibly as pressure) of an instrument on a suspended underwater mooring.  These are primarily collected to monitor mooring performance by quantifying knock-down and should not be regarded as instrument z co-ordinates (accurate calibration is rare) or as sea level measurements.
SDN:P02::STCO,http://vocab.nerc.ac.uk/collection/P02/current/STCO/,Sediment thermal conductivity,Parameters that describe the degree to which unlithified sediment is able to conduct heat
SDN:P02::PCLM,http://vocab.nerc.ac.uk/collection/P02/current/PCLM/,Palaeoclimatic indicators and parameters,"Parameterisations that describe climatic conditions in the past.  Includes climate indices, climate indicators and indirect measurements of climate-related phenomena such as sea level and water table depth."
SDN:P02::NTSD,http://vocab.nerc.ac.uk/collection/P02/current/NTSD/,Nitrogen concentrations in sediment,"Concentrations of total, organic and inorganic nitrogen per unit weight of sediment.  Sediment is understood to be the solid phase of the bed, including the recently settled material sometimes known as fluff collected from the bed surface."
SDN:P02::ZNLG,http://vocab.nerc.ac.uk/collection/P02/current/ZNLG/,Metal ligand parameters in the water column,Parameters concerned with the complexation of metals as ligands in the water column
SDN:P02::UVRD,http://vocab.nerc.ac.uk/collection/P02/current/UVRD/,Ultra-violet (UV) radiation,Parameters relating to the intensity of ultra-violet radiation in either the atmosphere or the water column
SDN:P02::DALK,http://vocab.nerc.ac.uk/collection/P02/current/DALK/,Concentration of alkanes in the water column,Alkane concentration parameters (including saturation of gaseous species) in all phases of the water column.  Does not include parameters expressed per unit weight of SPM.
SDN:P02::BAUC,http://vocab.nerc.ac.uk/collection/P02/current/BAUC/,Bacteria taxonomic abundance in sediment,"Any enumeration of bacteria (Kingdom Monera so includes cyanobacteria) designated by taxonomic names (e.g. species, genus, family) in any soil or sediment."
SDN:P02::WDNA,http://vocab.nerc.ac.uk/collection/P02/current/WDNA/,Concentrations of biopolymers in water bodies,"Parameters quantifying the amount of naturally-produced organic (molecules containing carbon) compounds that are built from multiple instances of structural units (monomers) that are covalently-bonded to produce larger structures in any body of salt or fresh water. Includes polynucleotides (RNA and DNA), polypeptides and polysaccharides (e.g. cellulose)."
SDN:P02::IS4R,http://vocab.nerc.ac.uk/collection/P02/current/IS4R/,Reduction rates in bed sediments,Reduction rates of any species in sediment cores
SDN:P02::CPSD,http://vocab.nerc.ac.uk/collection/P02/current/CPSD/,Chlorophyll pigment concentrations in sediment,"Includes all variants of chlorophyll.  Sediment includes anything collected by a grab or corer, including the fluff layer from the top of the consolidated sediment"
SDN:P02::RACC,http://vocab.nerc.ac.uk/collection/P02/current/RACC/,Sediment accumulation rate,"Parameters quantifying the volume, mass or thickness of particulate material that gathers on the seabed per unit time."
SDN:P02::GP012,http://vocab.nerc.ac.uk/collection/P02/current/GP012/,Macroalgae and seagrass infection and damage,"Parameters relating to diseases and parasites of macroalgae (Rhodophycota, Chromphycota, Chlorophycota)  and seagrass (Charophyta, Anthophyta) and damage to seagrass beds"
SDN:P02::CEBH,http://vocab.nerc.ac.uk/collection/P02/current/CEBH/,Cetacean behaviour,"Parameters describing the actions or reactions of cetaceans (Order Cetacea), usually in response to the environment. Includes both parameters mapped to taxa and those mapped to non-taxonomic groupings."
SDN:P02::LITH,http://vocab.nerc.ac.uk/collection/P02/current/LITH/,Lithology,"Parameters describing rocks on the basis of physical characteristics such as colour, structure, mineralogy and grain size"
SDN:P02::MSFX,http://vocab.nerc.ac.uk/collection/P02/current/MSFX/,Sedimentation flux quantification in the water column,"Parameters expressing the total sedimentation flux in terms of particle mass, volume or counts"
SDN:P02::MARC,http://vocab.nerc.ac.uk/collection/P02/current/MARC/,Marine archaeology,"Parameters related to the study of human interaction with the sea through the investigation of associated physical remains, be they vessels, shore side facilities, port-related structures, cargoes, human remains or submerged landscapes"
SDN:P02::MDSV,http://vocab.nerc.ac.uk/collection/P02/current/MDSV/,Suspended particulate material setting velocity parameters,
SDN:P02::HZNV,http://vocab.nerc.ac.uk/collection/P02/current/HZNV/,Hazards to navigation,"Parameters describing the location, nature and extent of objects that pose a threat to travel on the water column such as wrecks and obstructions"
SDN:P02::GWAM,http://vocab.nerc.ac.uk/collection/P02/current/GWAM/,Groundwater amount,Parameters quantifying the amount of groundwater in a given system such as aquifer water level and rate of flow of water through rock formations.
SDN:P02::PNTX,http://vocab.nerc.ac.uk/collection/P02/current/PNTX/,Phytoplankton generic abundance in water bodies,"Any enumeration (e.g. count, abundance) of free-floating autotrophic biological entities designated by terms other than taxonomic names (e.g. microphytoplankton, ciliate, flagellate) in any body of fresh or salt water."
SDN:P02::AASD,http://vocab.nerc.ac.uk/collection/P02/current/AASD/,Concentration of alkenones and alkenoates in sediment,Parameters quantifying the amount of alkenones (unsaturated aliphatic ketones) and alkenoates (carboxylic acid esters) in any unconsolidated sediment including fluff.
SDN:P02::GOXP,http://vocab.nerc.ac.uk/collection/P02/current/GOXP/,Oxygen production and respiration in the water column,Parameters related to the rates of oxygen production and consumption
SDN:P02::V999,http://vocab.nerc.ac.uk/collection/P02/current/V999/,Microzooplankton taxonomy-related biovolume per unit volume of the water column,Microzooplankton biovolume parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS. These may be at any taxonomic level from sub-species upwards.
SDN:P02::BATT,http://vocab.nerc.ac.uk/collection/P02/current/BATT/,Bacteria environmental parameters,
SDN:P02::MLES,http://vocab.nerc.ac.uk/collection/P02/current/MLES/,Marine environment leisure usage,"Parameters quantifying the extent and nature of recreational activities in coastal waters, estuaries and their margins such as beaches."
SDN:P02::ACFL,http://vocab.nerc.ac.uk/collection/P02/current/ACFL/,Quality control flags,
SDN:P02::ZNTP,http://vocab.nerc.ac.uk/collection/P02/current/ZNTP/,Zooplankton non taxonomy-related biomass expressed as protein per unit volume of the water column,"Zooplankton (mesozooplankton plus larger pelagic animals excluding fish, reptiles and mammals) protein biomass per unit volume for entities that have not been identified by taxonomic name"
SDN:P02::A999,http://vocab.nerc.ac.uk/collection/P02/current/A999/,Microzooplankton taxonomy-related biosurface area per unit volume of the water column,Microzooplankton surface area per unit volume of the water column parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  These may be at any taxonomic level from sub-species upwards.
SDN:P02::GP050,http://vocab.nerc.ac.uk/collection/P02/current/GP050/,Concentration of polycyclic aromatic hydrocarbons (PAHs) in the atmosphere,Parameters quantifying polycyclic aromatic hydrocarbon (PAH) concentrations in all phases of the atmosphere
SDN:P02::ZZZZ,http://vocab.nerc.ac.uk/collection/P02/current/ZZZZ/,Unspecified,The identity of the parameter is not declared.  Covers cases such as internal working parameters and dummy channels.
SDN:P02::MFWW,http://vocab.nerc.ac.uk/collection/P02/current/MFWW/,Zoobenthos non taxonomy-related wet weight biomass per unit area of the bed,Any zoobenthos wet weight biomass per unit area of the seabed parameters that are not included in parameter group ZWTX.
SDN:P02::WCPH,http://vocab.nerc.ac.uk/collection/P02/current/WCPH/,Water column photography,Digital images of the water column obtained using either still or video cameras
SDN:P02::SEBH,http://vocab.nerc.ac.uk/collection/P02/current/SEBH/,Seal behaviour,"Parameters describing the actions or reactions, usually in response to the environment, of true seals (Phocidae), eared seals (Otariidae) and walruses (Odobenidae)."
SDN:P02::GP087,http://vocab.nerc.ac.uk/collection/P02/current/GP087/,Fishery characterisation,"Parameters describing the extent, intensity, timing and method of fisheries"
SDN:P02::LIBI,http://vocab.nerc.ac.uk/collection/P02/current/LIBI/,Biota lipid concentrations,"Lipids are defined as small water-insoluble biomolecules including fats, fatty acids, esters, sterols, isoprenoid compounds, etc..  Biota includes any type of sample originating from a living organism."
SDN:P02::BCOC,http://vocab.nerc.ac.uk/collection/P02/current/BCOC/,Concentration of other organic contaminants in biota,Concentration parameters for carbon compounds regarded as environmentally harmful in either whole organisms or their constituent parts that are not included in other categories
SDN:P02::DENS,http://vocab.nerc.ac.uk/collection/P02/current/DENS/,Other physical and chemical properties of suspended particulate material,Parameters that do not easily fit into any of the other SPM data categories.
SDN:P02::SREP,http://vocab.nerc.ac.uk/collection/P02/current/SREP/,Shellfish reproduction,"Parameters that quantify the fecundity, reproductive rates or nature of reproduction in shellfish (molluscs - including cephalopods - and crustaceans of interest to fisheries research and commercial fisheries)."
SDN:P02::GRZO,http://vocab.nerc.ac.uk/collection/P02/current/GRZO/,Zooplankton growth rates,Parameters pertaining to zooplankton growth rates including biochemical proxies such as AARS activity
SDN:P02::STMP,http://vocab.nerc.ac.uk/collection/P02/current/STMP/,Temperature of geological units,Parameters that describe the distribution of the degree of hotness within a body of rock or unlithified sediment.
SDN:P02::RTMP,http://vocab.nerc.ac.uk/collection/P02/current/RTMP/,Rock temperature,"Parameters that describe the distribution of the degree of hotness within geologic units of lithified sedimentary, igneous of metamorphic rock."
SDN:P02::CARS,http://vocab.nerc.ac.uk/collection/P02/current/CARS/,Carotenoid pigment concentrations in sediment,"Sediment includes anything collected by a grab or corer, including the fluff layer from the top of the consolidated sediment"
SDN:P02::FVLT,http://vocab.nerc.ac.uk/collection/P02/current/FVLT/,Raw fluorometer output,Output as logged from any type fluorometer.
SDN:P02::FPRT,http://vocab.nerc.ac.uk/collection/P02/current/FPRT/,Zooplankton defecation rates in the water column,Faecal pellet production and gut evacuation rates
SDN:P02::ZCMP,http://vocab.nerc.ac.uk/collection/P02/current/ZCMP/,Zooplankton chemical composition,Chemical composition of zooplankton expressed in terms of mass (or molar quantity) per specimen or per unit tissue mass
SDN:P02::ACSR,http://vocab.nerc.ac.uk/collection/P02/current/ACSR/,Active seismic refraction,Parameters quantifying the magnitude of earth movements resulting from artificial sources (such as explosions) far away from the measurement site.
SDN:P02::FATM,http://vocab.nerc.ac.uk/collection/P02/current/FATM/,"Fish morphology, age and physiology","Parameters that quantify the size, shape, age and life processes (including mortality) of fish (Osteichthyes, Agnatha and Chrondrichthyes)."
SDN:P02::ZOOB,http://vocab.nerc.ac.uk/collection/P02/current/ZOOB/,Zoobenthos taxonomy-related counts,Zoobenthos count parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  These may be at any taxonomic level from sub-species upwards. Count includes presence/absence indicators.
SDN:P02::ZNTN,http://vocab.nerc.ac.uk/collection/P02/current/ZNTN/,Zooplankton non taxonomy-related biomass expressed as nitrogen per unit volume of the water column,"Zooplankton (mesozooplankton plus larger pelagic animals excluding fish, reptiles and mammals) nitrogen biomass per unit volume parameters not included in group ZCTC.  Usually used for generic names such as 'mesozooplankton'."
SDN:P02::MEPH,http://vocab.nerc.ac.uk/collection/P02/current/MEPH/,Zooplankton egg hatch proportion,
SDN:P02::DBDX,http://vocab.nerc.ac.uk/collection/P02/current/DBDX/,Geological sample density,Parameters that describe the the mass per unit volume of any samples of rock or unlithified sediment.
SDN:P02::SSCN,http://vocab.nerc.ac.uk/collection/P02/current/SSCN/,Side-scan sonar,A technique for mapping the morphology of the seafloor using a sonar swath projected sideways from a towed underwater vehicle.
SDN:P02::GP067,http://vocab.nerc.ac.uk/collection/P02/current/GP067/,Reptile disease and parasites,Parameters relating to diseases and parasites of reptiles (Class Reptilia)
SDN:P02::A01X,http://vocab.nerc.ac.uk/collection/P02/current/A01X/,Sedimentation flux of alkenones and alkenoates in the water column,Parameters quantifying the rate of alkenones (unsaturated aliphatic ketones) and alkenoates (carboxylic acid esters) sinking as particles through any body of water.
SDN:P02::LIFX,http://vocab.nerc.ac.uk/collection/P02/current/LIFX/,Sedimentation flux of terrestrially derived material in the water column,Fluxes of terrestrial biological or lithological material
SDN:P02::GP004,http://vocab.nerc.ac.uk/collection/P02/current/GP004/,Bird reproduction,Parameters related to the reproduction of birds (Class Aves)
SDN:P02::CDRU,http://vocab.nerc.ac.uk/collection/P02/current/CDRU/,Metal uptake rates in the water column,Parameters relating to the uptake rates of metals from the dissolved phase into the particulate phase
SDN:P02::ZWTX,http://vocab.nerc.ac.uk/collection/P02/current/ZWTX/,Zoobenthos taxonomy-related wet weight biomass per unit area of the bed,Zoobenthos wet weight biomass per unit area parameters presented at the level of taxa that may be mapped to entities in a standard taxonomy registry such as WoRMS or ITIS.  Includes animals considered as planktonic if they have been returned from sediment samples.
SDN:P02::UREA,http://vocab.nerc.ac.uk/collection/P02/current/UREA/,Urea concentration parameters in the water column,Urea concentration parameters (including statistical parameters such as standard deviation) in the water column
SDN:P02::OMWC,http://vocab.nerc.ac.uk/collection/P02/current/OMWC/,Organometallic and organometalloid species concentration parameters in water bodies,All organometallic and organometalloid compound concentration parameters (including saturations for gaseous species) in all phases of any body of fresh or salt water.
SDN:P02::SSTB,http://vocab.nerc.ac.uk/collection/P02/current/SSTB/,Stable isotopes in sediment,"Stable isotope parameters (concentrations, ratios and enrichments) in sediment, including biota-associated parameters such as isotope enrichment in foraminifera tests."
SDN:P02::FOCA,http://vocab.nerc.ac.uk/collection/P02/current/FOCA/,Seal abundance,"Parameters related to the distribution of true seals (Phocidae), eared seals (Otariidae) and walruses (Odobenidae)at a particular time and location, including presence/absence indicators."
SDN:P02::SPHT,http://vocab.nerc.ac.uk/collection/P02/current/SPHT/,Concentration of inorganic sulphur species in sediment pore water,Concentration parameters (including saturation if gaseous) for inorganic sulphur species in all phases of sediment pore waters
SDN:P02::FABD,http://vocab.nerc.ac.uk/collection/P02/current/FABD/,Fauna abundance per unit area of the bed,"Any fauna (class Animalia) abundance per unit are of sea, river or lake bed.  Broad group overlapping a number of more specific groups that should be used preferentially, but this group is provided as an alternative to one-to-many mappings."
SDN:P02::MSIC,http://vocab.nerc.ac.uk/collection/P02/current/MSIC/,Zooplankton carbon biomass per unit area of the water column,"Integrated zooplankton (mesozooplankton and larger, exclusing fish, mammals, reptiles and insects) carbon biomass parameters"
SDN:P02::GP005,http://vocab.nerc.ac.uk/collection/P02/current/GP005/,Fish disease and parasites,"Parameters related to the infection of Fish (Osteichthyes, Agnatha and Chrondrichthyes) by parasites and disease. Includes visual assesements and analytical data."
SDN:P02::PHBI,http://vocab.nerc.ac.uk/collection/P02/current/PHBI/,Pharmaceutical concentrations in biota,"Concentration parameters for substances synthesised by man to modify bodily function or diagnose, cure, mitigate, treat, or prevent disease in either whole organisms or their constituent parts."
SDN:P02::IRBO,http://vocab.nerc.ac.uk/collection/P02/current/IRBO/,Stable isotopes in biota,"Stable isotope parameters (concentrations, ratios and enrichments) from measurements on living (at the time of sampling) organisms or parts thereof."
SDN:P02::ASAM,http://vocab.nerc.ac.uk/collection/P02/current/ASAM/,Acoustic backscatter in the water column,"Includes all parameters covering the strength of acoustic signal return, including absolute measurements of returning signal strength as well as parameters expressed as backscatter (the proportion of transmitted signal returned)"
SDN:P02::DGPW,http://vocab.nerc.ac.uk/collection/P02/current/DGPW/,Dissolved oxygen parameters for sediments,"All parameters (including concentration, saturation, turnover and fluxes) for dissolved oxygen in sediment and sediment pore waters."
